CASE#,DATE  OF O,BLOCK,IUCR,PRIMARY DE,SECONDARY,LOCATION D,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINA,Y COORDINA,LATITUDE,LONGITUDE,LOCATION
JC145387,02/08/2019 06:21:00 PM,0000X W KINZIE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1831,42,06,1175733,1903009,41.889227251999998,-87.630087032999995,"(41.889227252, -87.630087033)"
JC145264,02/08/2019 06:27:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,111,42,06,1176352,1900927,41.883500187000003,-87.627876697999994,"(41.883500187, -87.627876698)"
JC145319,02/08/2019 06:30:00 PM,032XX W HURON ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,Y,N,1121,27,18,1154436,1904476,41.893705165999997,-87.708259024000000,"(41.893705166, -87.708259024)"
JC145276,02/08/2019 06:50:00 PM,010XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,1225,28,07,1160538,1895451,41.868815583000000,-87.686098384999994,"(41.868815583, -87.686098385)"
JC145321,02/08/2019 07:00:00 PM,032XX W HURON ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,Y,N,1121,27,18,1154436,1904476,41.893705165999997,-87.708259024000000,"(41.893705166, -87.708259024)"
JC146138,02/08/2019 07:00:00 PM,007XX N ST LOUIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1121,27,07,1152917,1904612,41.894108594999999,-87.713834219999995,"(41.894108595, -87.71383422)"
JC145890,02/08/2019 07:00:00 PM,018XX W 21ST PL,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,N,N,1234,25,04A,1164482,1889772,41.853149371999997,-87.671779705999995,"(41.853149372, -87.671779706)"
JC145493,02/08/2019 07:06:00 PM,003XX E MONROE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,114,42,14,1178764,1899999,41.880898956999999,-87.619048126999999,"(41.880898957, -87.619048127)"
JC145330,02/08/2019 07:28:00 PM,039XX W MADISON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARKING LOT/GARAGE(NON.RESID.),Y,N,1122,28,18,1150203,1899724,41.880748740999998,-87.723929446000000,"(41.880748741, -87.723929446)"
JC145336,02/08/2019 07:32:00 PM,012XX S PULASKI RD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,Y,N,1011,24,18,1149911,1894141,41.865434036000003,-87.725146910999996,"(41.865434036, -87.725146911)"
JC145367,02/08/2019 07:45:00 PM,033XX W JACKSON BLVD,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,Y,N,1134,28,18,1153980,1898489,41.877285340000000,-87.710093459000007,"(41.87728534, -87.710093459)"
JC145361,02/08/2019 07:45:00 PM,004XX S CLINTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,121,25,08B,1172799,1898209,41.876121224000002,-87.641003972999997,"(41.876121224, -87.641003973)"
JC145368,02/08/2019 07:50:00 PM,004XX S HAMLIN BLVD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,Y,N,1133,28,18,1151166,1897657,41.875057847999997,-87.720447562000004,"(41.875057848, -87.720447562)"
JC151487,02/08/2019 08:00:00 PM,0000X E MADISON ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,112,42,06,1176662,1900410,41.882074512000003,-87.626753997999998,"(41.882074512, -87.626753998)"
JC145380,02/08/2019 08:00:00 PM,006XX N SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1121,27,08B,1154259,1904163,41.892849800999997,-87.708917454000002,"(41.892849801, -87.708917454)"
JC145586,02/08/2019 08:15:00 PM,0000X S COLUMBUS DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,114,42,06,1178293,1900315,41.881776821999999,-87.620767947999994,"(41.881776822, -87.620767948)"
JC145426,02/08/2019 08:15:00 PM,0000X E ADAMS ST,0460,BATTERY,SIMPLE,RESTAURANT,N,N,113,42,08B,1176678,1899473,41.879502969999997,-87.626723575000000,"(41.87950297, -87.626723575)"
JC145393,02/08/2019 08:40:00 PM,018XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,Y,1223,27,08B,1164047,1901065,41.884147552000002,-87.673057485000001,"(41.884147552, -87.673057485)"
JC146456,02/08/2019 08:45:00 PM,0000X S COLUMBUS DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,114,42,06,1178293,1900315,41.881776821999999,-87.620767947999994,"(41.881776822, -87.620767948)"
JC145445,02/08/2019 08:45:00 PM,044XX W LEXINGTON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,N,Y,1131,24,04A,1147077,1896349,41.871547679999999,-87.735494290999995,"(41.87154768, -87.735494291)"
JC145404,02/08/2019 08:49:00 PM,038XX W MADISON ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,N,N,1122,28,26,1150814,1899738,41.880775231000001,-87.721685520999998,"(41.880775231, -87.721685521)"
JC146959,02/08/2019 09:00:00 PM,016XX W HARRISON ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING/GROUNDS,N,N,1231,27,02,1165475,1897443,41.874178221999998,-87.667916843000000,"(41.874178222, -87.667916843)"
JC145467,02/08/2019 09:00:00 PM,004XX E ILLINOIS ST,0890,THEFT,FROM BUILDING,BOWLING ALLEY,N,N,1834,42,06,1179396,1903711,41.891070405999997,-87.616613661000002,"(41.891070406, -87.616613661)"
JC145441,02/08/2019 09:05:00 PM,001XX N KEDZIE AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,Y,N,1222,27,26,1155029,1900649,41.883191631000003,-87.706183851999995,"(41.883191631, -87.706183852)"
JC145442,02/08/2019 09:13:00 PM,041XX W MADISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,1115,28,15,1148793,1899691,41.880685542999998,-87.729107748000004,"(41.880685543, -87.729107748)"
JC145475,02/08/2019 09:26:00 PM,011XX S INDEPENDENCE BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1133,24,06,1151424,1894991,41.867736985999997,-87.719570274999995,"(41.867736986, -87.719570275)"
JC145476,02/08/2019 09:30:00 PM,004XX N WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,1221,27,11,1160316,1903375,41.890564349999998,-87.686694215000003,"(41.89056435, -87.686694215)"
JC146329,02/08/2019 09:30:00 PM,003XX S DEARBORN ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,113,4,06,1175987,1898766,41.877578503000002,-87.629282087999997,"(41.877578503, -87.629282088)"
JC145498,02/08/2019 09:37:00 PM,004XX N WELLS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1831,42,07,1174652,1903495,41.890585105000000,-87.634042316000006,"(41.890585105, -87.634042316)"
JC145447,02/08/2019 09:50:00 PM,028XX W FLOURNOY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1135,28,14,1157568,1896907,41.872871924999998,-87.696962349000003,"(41.872871925, -87.696962349)"
JC145791,02/08/2019 10:00:00 PM,014XX S KEELER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1011,24,06,1148617,1892784,41.861735320999998,-87.729932293999994,"(41.861735321, -87.729932294)"
JC145602,02/08/2019 10:30:00 PM,001XX S MORGAN ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1232,25,06,1169803,1899500,41.879729609999998,-87.651966537999996,"(41.87972961, -87.651966538)"
JC145482,02/08/2019 10:31:00 PM,001XX N KEDZIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),CONVENIENCE STORE,Y,N,1222,27,18,1155029,1900649,41.883191631000003,-87.706183851999995,"(41.883191631, -87.706183852)"
JC145510,02/08/2019 10:40:00 PM,023XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,132,4,08B,1178880,1889112,41.851021740000000,-87.618954852000002,"(41.85102174, -87.618954852)"
JC145488,02/08/2019 10:45:00 PM,023XX S ALBANY AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,1033,12,08B,1156060,1888349,41.849418391999997,-87.702729724999998,"(41.849418392, -87.702729725)"
JC145922,02/08/2019 11:00:00 PM,028XX W FLOURNOY ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,N,N,1135,28,07,1157561,1896907,41.872872067000003,-87.696988050000002,"(41.872872067, -87.69698805)"
JC146314,02/08/2019 11:20:00 PM,005XX N Wells St,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1831,42,06,1174647,1903665,41.891051707000003,-87.634055590000003,"(41.891051707, -87.63405559)"
JC145517,02/08/2019 11:20:00 PM,003XX E OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1834,42,07,1178625,1904266,41.892610988999998,-87.619428169000003,"(41.892610989, -87.619428169)"
JC146079,02/09/2019 12:00:00 AM,011XX S STATE ST,0810,THEFT,OVER $500,CTA TRAIN,N,N,123,4,06,1176517,1895340,41.868165404999999,-87.627439539999997,"(41.868165405, -87.62743954)"
JC146324,02/09/2019 12:01:00 AM,018XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1012,24,08B,1148680,1890680,41.855960469999999,-87.729755323999996,"(41.85596047, -87.729755324)"
JC145553,02/09/2019 12:07:00 AM,018XX W MAYPOLE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,1223,27,01A,1164149,1901069,41.884156374000000,-87.672682816999995,"(41.884156374, -87.672682817)"
JC147171,02/09/2019 12:15:00 AM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1831,42,06,1176050,1903312,41.890051565000000,-87.628913760000003,"(41.890051565, -87.62891376)"
JC145565,02/09/2019 12:21:00 AM,003XX E NORTH WATER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,N,Y,1834,42,08B,1178964,1903135,41.889499725999997,-87.618217792999999,"(41.889499726, -87.618217793)"
JC145573,02/09/2019 12:25:00 AM,0000X W ONTARIO ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,STREET,Y,N,1832,42,08B,1175720,1904472,41.893242094000001,-87.630090740000000,"(41.893242094, -87.63009074)"
JC145600,02/09/2019 12:38:00 AM,003XX E WACKER DR,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,N,N,114,42,14,1178664,1902455,41.887640628000000,-87.619340283000000,"(41.887640628, -87.619340283)"
JC148752,02/09/2019 01:00:00 AM,011XX S WABASH AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,123,4,06,1176946,1895545,41.868718246999997,-87.625858411999999,"(41.868718247, -87.625858412)"
JC145607,02/09/2019 01:00:00 AM,005XX N WELLS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1831,42,06,1174647,1903665,41.891051707000003,-87.634055590000003,"(41.891051707, -87.63405559)"
JC145580,02/09/2019 01:03:00 AM,021XX S DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1024,24,08B,1153077,1889483,41.852589811000001,-87.713647734999995,"(41.852589811, -87.713647735)"
JC145587,02/09/2019 01:04:00 AM,020XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,132,3,08B,1177528,1890620,41.855190551000000,-87.623871195000007,"(41.855190551, -87.623871195)"
JC145591,02/09/2019 01:14:00 AM,003XX N STATE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,BOWLING ALLEY,N,N,1831,42,08B,1176297,1902636,41.888191016999997,-87.628027079999995,"(41.888191017, -87.62802708)"
JC145631,02/09/2019 02:00:00 AM,031XX W FIFTH AVE,031B,ROBBERY,ARMED: OTHER FIREARM,STREET,N,N,1124,28,03,1155285,1898969,41.878576404999997,-87.705288945999996,"(41.878576405, -87.705288946)"
JC145611,02/09/2019 02:05:00 AM,022XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1024,12,08B,1155042,1888952,41.851093546000001,-87.706449773000003,"(41.851093546, -87.706449773)"
JC145614,02/09/2019 02:19:00 AM,034XX W HARRISON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,N,Y,1133,24,04A,1153545,1897149,41.873616894999998,-87.711726298000002,"(41.873616895, -87.711726298)"
JC145618,02/09/2019 02:29:00 AM,027XX W HARRISON ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,N,N,1135,28,04B,1158248,1897253,41.873807522000000,-87.694456290000005,"(41.873807522, -87.69445629)"
JC146333,02/09/2019 02:30:00 AM,012XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1231,28,14,1168106,1894837,41.866970774000002,-87.658332297000001,"(41.866970774, -87.658332297)"
JC145621,02/09/2019 02:30:00 AM,039XX W JACKSON BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,N,N,1122,28,04B,1150128,1898396,41.877106023000003,-87.724239448999995,"(41.877106023, -87.724239449)"
JC145630,02/09/2019 02:46:00 AM,023XX S ST LOUIS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,Y,Y,1024,22,08A,1153405,1888131,41.848873261000001,-87.712479744000007,"(41.848873261, -87.712479744)"
JC145659,02/09/2019 02:48:00 AM,041XX W ADAMS ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,Y,N,1115,28,04A,1148825,1898689,41.877935323000003,-87.729016153000003,"(41.877935323, -87.729016153)"
JC145662,02/09/2019 02:55:00 AM,006XX N FRANKLIN ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1831,42,06,1174211,1904618,41.893676530999997,-87.635628327999996,"(41.893676531, -87.635628328)"
JC149649,02/09/2019 03:00:00 AM,004XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PRIVATE, BUILDING",N,Y,1232,25,08B,1169841,1898238,41.876265762999999,-87.651863801999994,"(41.876265763, -87.651863802)"
JC145681,02/09/2019 03:00:00 AM,028XX W LEXINGTON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,N,N,1135,28,04A,1157536,1896575,41.871961534999997,-87.697088871999995,"(41.871961535, -87.697088872)"
JC145843,02/09/2019 03:00:00 AM,005XX W KINZIE ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,1214,42,02,1172517,1902920,41.889054749000003,-87.641900008999997,"(41.889054749, -87.641900009)"
JC145667,02/09/2019 03:00:00 AM,006XX N FRANKLIN ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1831,42,06,1174211,1904618,41.893676530999997,-87.635628327999996,"(41.893676531, -87.635628328)"
JC145634,02/09/2019 03:10:00 AM,0000X W HUBBARD ST,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1831,42,08B,1176050,1903312,41.890051565000000,-87.628913760000003,"(41.890051565, -87.62891376)"
JC146239,02/09/2019 03:30:00 AM,008XX S LAFLIN ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,1231,28,02,1166514,1896362,41.871189702999999,-87.664133066999995,"(41.871189703, -87.664133067)"
JC145655,02/09/2019 03:46:00 AM,015XX S SAWYER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),N,Y,1022,24,14,1154949,1892182,41.859958894999998,-87.706704590000001,"(41.859958895, -87.70670459)"
JC145674,02/09/2019 03:52:00 AM,014XX S MILLARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1011,24,08B,1152275,1892788,41.861674964000002,-87.716504194999999,"(41.861674964, -87.716504195)"
JC145632,02/09/2019 03:56:00 AM,006XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,TAVERN/LIQUOR STORE,Y,N,1832,42,06,1175825,1904582,41.893541577999997,-87.629701804999996,"(41.893541578, -87.629701805)"
JC145846,02/09/2019 04:00:00 AM,011XX S WABASH AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,123,4,06,1176946,1895545,41.868718246999997,-87.625858411999999,"(41.868718247, -87.625858412)"
JC147270,02/09/2019 04:00:00 AM,016XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,N,Y,1231,27,08B,1165751,1898237,41.876351147999998,-87.666880864999996,"(41.876351148, -87.666880865)"
JC147091,02/09/2019 04:42:00 AM,023XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,OTHER,N,N,132,4,06,1178880,1889112,41.851021740000000,-87.618954852000002,"(41.85102174, -87.618954852)"
JC145686,02/09/2019 05:45:00 AM,038XX W HURON ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,N,N,1122,37,03,1150471,1904396,41.893563980000003,-87.722823312000003,"(41.89356398, -87.722823312)"
JC145752,02/09/2019 07:00:00 AM,015XX W MONROE ST,0460,BATTERY,SIMPLE,OTHER,N,N,1224,28,08B,1166258,1899642,41.880195761000003,-87.664979164000002,"(41.880195761, -87.664979164)"
JC145927,02/09/2019 08:00:00 AM,005XX W MADISON ST,0810,THEFT,OVER $500,STREET,N,N,121,42,06,1172618,1900295,41.881849350000003,-87.641606807000002,"(41.88184935, -87.641606807)"
JC145776,02/09/2019 08:01:00 AM,003XX W ERIE ST,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,N,N,1831,42,26,1173637,1904711,41.893944517999998,-87.637733644999997,"(41.893944518, -87.637733645)"
JC145755,02/09/2019 08:29:00 AM,006XX N STATE ST,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,N,N,1832,42,06,1176247,1904872,41.894327846000003,-87.628143210000005,"(41.894327846, -87.62814321)"
JC145823,02/09/2019 09:00:00 AM,006XX N KEDZIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1121,27,11,1154925,1904130,41.892745918999999,-87.706472368999997,"(41.892745919, -87.706472369)"
JC145814,02/09/2019 09:19:00 AM,043XX W CONGRESS PKWY,2024,NARCOTICS,POSS: HEROIN(WHITE),HIGHWAY/EXPRESSWAY,Y,N,1131,28,18,1147519,1897337,41.874250410999998,-87.733846185999994,"(41.874250411, -87.733846186)"
JC145804,02/09/2019 09:20:00 AM,001XX S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,112,42,06,1176401,1899804,41.880417506000001,-87.627730673000002,"(41.880417506, -87.627730673)"
JC146271,02/09/2019 09:30:00 AM,0000X W JACKSON BLVD,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,N,N,113,4,06,1175754,1898974,41.878154510000002,-87.630131336000005,"(41.87815451, -87.630131336)"
JC145899,02/09/2019 09:34:00 AM,0000X N KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1115,28,18,1148389,1899826,41.881063793999999,-87.730587732999993,"(41.881063794, -87.730587733)"
JC146046,02/09/2019 09:52:00 AM,021XX S WENTWORTH AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,LIBRARY,N,N,914,25,04A,1175371,1890116,41.853856172000000,-87.631803395000006,"(41.853856172, -87.631803395)"
JC146147,02/09/2019 10:00:00 AM,007XX N LEAVITT ST,0810,THEFT,OVER $500,SIDEWALK,N,N,1221,1,06,1161606,1904838,41.894552167000001,-87.681915924999998,"(41.894552167, -87.681915925)"
JC145848,02/09/2019 10:15:00 AM,030XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,Y,N,1134,28,18,1156221,1896546,41.871908601000001,-87.701917581999993,"(41.871908601, -87.701917582)"
JC145909,02/09/2019 10:30:00 AM,041XX W ARTHINGTON ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,N,N,1132,24,04B,1149105,1895796,41.869991183000003,-87.728062957999995,"(41.869991183, -87.728062958)"
JC145868,02/09/2019 10:43:00 AM,031XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1222,28,18,1155397,1899849,41.880988963999997,-87.704854041999994,"(41.880988964, -87.704854042)"
JC145913,02/09/2019 10:45:00 AM,042XX W WASHINGTON BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,Y,N,1114,28,18,1148144,1900157,41.881976813999998,-87.731478842000001,"(41.881976814, -87.731478842)"
JC145932,02/09/2019 11:00:00 AM,039XX W ROOSEVELT RD,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,Y,N,1132,24,18,1150448,1894424,41.866200165000002,-87.723168161999993,"(41.866200165, -87.723168162)"
JC147009,02/09/2019 11:12:00 AM,004XX E ILLINOIS ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1834,42,06,1179279,1903707,41.891062110999997,-87.617043460999994,"(41.891062111, -87.617043461)"
JC145954,02/09/2019 11:26:00 AM,028XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,Y,N,1135,28,18,1157392,1894579,41.866487235000001,-87.697671822999993,"(41.866487235, -87.697671823)"
JC148314,02/09/2019 11:30:00 AM,039XX W MADISON ST,0860,THEFT,RETAIL THEFT,TAVERN/LIQUOR STORE,N,N,1122,28,06,1150223,1899725,41.880751095999997,-87.723855981000000,"(41.880751096, -87.723855981)"
JC145905,02/09/2019 11:30:00 AM,003XX S KARLOV AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1132,28,07,1149118,1897933,41.875855107000000,-87.727959897000005,"(41.875855107, -87.727959897)"
JC146067,02/09/2019 11:45:00 AM,023XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,132,4,14,1178880,1889112,41.851021740000000,-87.618954852000002,"(41.85102174, -87.618954852)"
JC145968,02/09/2019 11:50:00 AM,012XX S KEDVALE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,N,Y,1011,24,04A,1148912,1894136,41.865439678000001,-87.728814442000001,"(41.865439678, -87.728814442)"
JC145961,02/09/2019 11:55:00 AM,0000X N HAMLIN BLVD,0460,BATTERY,SIMPLE,APARTMENT,Y,N,1122,28,08B,1151064,1899854,41.881088654999999,-87.720764493999994,"(41.881088655, -87.720764494)"
JC152599,02/09/2019 12:00:00 PM,036XX W FILLMORE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,N,N,1133,24,08A,1152216,1895128,41.868097353000003,-87.716659073000002,"(41.868097353, -87.716659073)"
JC146001,02/09/2019 12:00:00 PM,007XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1231,28,14,1165851,1896788,41.872372841000001,-87.666555028999994,"(41.872372841, -87.666555029)"
JC151278,02/09/2019 12:00:00 PM,010XX S CANAL ST,0850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,N,N,124,25,06,1173291,1895810,41.869527300999998,-87.639268759000004,"(41.869527301, -87.639268759)"
JC147172,02/09/2019 12:00:00 PM,011XX W LAKE ST,0810,THEFT,OVER $500,STREET,N,N,1224,27,06,1168951,1901609,41.885535376000000,-87.655033738000000,"(41.885535376, -87.655033738)"
JC146092,02/09/2019 12:05:00 PM,0000X E ROOSEVELT RD,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,123,4,06,1177105,1895080,41.867438661000001,-87.625288773999998,"(41.867438661, -87.625288774)"
JC145994,02/09/2019 12:13:00 PM,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,124,25,06,1173303,1895451,41.868541913999998,-87.639235361000004,"(41.868541914, -87.639235361)"
JC145995,02/09/2019 12:20:00 PM,031XX W FILLMORE ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1134,24,06,1155657,1895206,41.868242866999999,-87.704024333999996,"(41.868242867, -87.704024334)"
JC146002,02/09/2019 12:30:00 PM,023XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1223,27,06,1160808,1899960,41.881183104000002,-87.684982110000007,"(41.881183104, -87.68498211)"
JC146023,02/09/2019 12:30:00 PM,011XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,123,4,08A,1177421,1895540,41.868693770999997,-87.624114750999993,"(41.868693771, -87.624114751)"
JC146221,02/09/2019 12:46:00 PM,011XX W POLK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,Y,1232,25,26,1169053,1896609,41.871812794999997,-87.654804335999998,"(41.871812795, -87.654804336)"
JC146093,02/09/2019 12:50:00 PM,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,111,42,11,1176352,1900927,41.883500187000003,-87.627876697999994,"(41.883500187, -87.627876698)"
JC146166,02/09/2019 12:54:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,112,42,06,1176389,1900278,41.881718460000002,-87.627760425999995,"(41.88171846, -87.627760426)"
JC146218,02/09/2019 01:00:00 PM,0000X E LAKE ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,111,42,06,1177130,1901750,41.885740958000000,-87.624994912000005,"(41.885740958, -87.624994912)"
JC146055,02/09/2019 01:00:00 PM,0000X E GRAND AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1834,42,06,1176809,1903917,41.891694584000000,-87.626108088999999,"(41.891694584, -87.626108089)"
JC146058,02/09/2019 01:05:00 PM,012XX S SPAULDING AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,Y,N,1022,24,18,1154559,1894256,41.865657982000002,-87.708080735999999,"(41.865657982, -87.708080736)"
JC146044,02/09/2019 01:15:00 PM,018XX S BLUE ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1233,25,06,1167207,1891266,41.857190995000003,-87.661735179000004,"(41.857190995, -87.661735179)"
JC146072,02/09/2019 01:30:00 PM,0000X E OHIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1834,42,06,1176777,1904213,41.892507547000001,-87.626216650999993,"(41.892507547, -87.626216651)"
JC146145,02/09/2019 01:36:00 PM,033XX W CARROLL AVE,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,RESIDENTIAL YARD (FRONT/BACK),N,Y,1123,28,26,1154122,1902206,41.887482335999998,-87.709472860000005,"(41.887482336, -87.70947286)"
JC146122,02/09/2019 01:45:00 PM,0000X N KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1115,28,18,1148388,1899885,41.881225716000003,-87.730589883999997,"(41.881225716, -87.730589884)"
