,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN,Demographi,Demograp_1,Demograp_2,Demograp_3,Demograp_4,Demograp_5,Demograp_6,Demograp_7,Demograp_8,Demograp_9,Demograp10,Demograp11,Demograp12,Demograp13,Demograp14,Demograp15,Demograp16,Demograp17,Demograp18,Demograp19,Demograp20,Demograp21,Demograp22,Demograp23,Demograp24,Demograp25,Demograp26,Demograp27,Demograp28,Demograp29,Demograp30,Demograp31,Demograp32,Demograp33,Demograp34,Demograp35,Demograp36,Demograp37,Demograp38,Demograp39,Demograp40,Demograp41,Demograp42,Demograp43,Demograp44,n_assaults,n_subwayex,Demograp45,Demograp46,Demograp47,Demograp48,Demograp49,Demograp50,Demograp51,Demograp52,Demograp53,Demograp54,Demograp55,Demograp56,Demograp57,Demograp58,Demograp59,Demograp60,Demograp61,Demograp62,Demograp63,Demograp64,Demograp65,Demograp66,Demograp67,Demograp68,Demograp69,Demograp70,Demograp71,Demograp72,Demograp73,Demograp74,Demograp75,Demograp76,Demograp77,Demograp78,Demograp79,Demograp80,Demograp81,Demograp82,Demograp83,Demograp84,Demograp85,Demograp86,Demograp87,Demograp88,Demograp89,spp,app,geometry,w_subway,m4_e
23,10462,0,Bronx,75674.0,53022513.7765,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,3,2,0.67,1,0.33,0,0,3,100,0,0,1,0.33,0,0,0,0,0,0,2,0.67,0,0,0,0,3,100,0,0,2,0.67,1,0.33,0,0,3,100,3,1,0,0,0,0,3,100,19,10,3.0,2.0,0.67,1.0,0.33,0.0,0.0,3.0,100.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,2.0,0.67,1.0,0.33,0.0,0.0,3.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0.000132145,0.000251077,<pysal.cg.shapes.Polygon object at 0x12c71a990>,8.28571428571,-5.06220802087
24,10040,0,New York,41033.0,16340742.7952,NY,New York,36,061,http://www.usps.com/,0.0,0.0,5,4,0.8,1,0.2,0,0,5,100,0,0,3,0.6,0,0,1,0.2,0,0,1,0.2,0,0,0,0,5,100,0,0,5,1,0,0,0,0,5,100,2,0.4,3,0.6,0,0,5,100,10,9,5.0,4.0,0.8,1.0,0.2,0.0,0.0,5.0,100.0,0.0,0.0,3.0,0.6,0.0,0.0,1.0,0.2,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,100.0,2.0,0.4,3.0,0.6,0.0,0.0,5.0,100.0,0.000219335,0.000243706,<pysal.cg.shapes.Polygon object at 0x130e7c910>,16.0,-2.76952777622
25,10453,0,Bronx,77576.0,25748509.2717,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,14,7,0.5,7,0.5,0,0,14,100,0,0,6,0.43,0,0,0,0,0,0,8,0.57,0,0,0,0,14,100,2,0.14,12,0.86,0,0,0,0,14,100,8,0.57,6,0.43,0,0,14,100,36,14,14.0,7.0,0.5,7.0,0.5,0.0,0.0,14.0,100.0,0.0,0.0,6.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.57,0.0,0.0,0.0,0.0,14.0,100.0,2.0,0.14,12.0,0.86,0.0,0.0,0.0,0.0,14.0,100.0,8.0,0.57,6.0,0.43,0.0,0.0,14.0,100.0,0.000180468,0.000464061,<pysal.cg.shapes.Polygon object at 0x130e7c990>,15.6666666667,9.85709189777
26,10465,0,Bronx,42012.0,108423743.438,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,21,17,0.81,4,0.19,0,0,21,100,0,0,14,0.67,0,0,1,0.05,4,0.19,2,0.1,0,0,0,0,21,100,1,0.05,20,0.95,0,0,0,0,21,100,5,0.24,16,0.76,0,0,21,100,6,1,21.0,17.0,0.81,4.0,0.19,0.0,0.0,21.0,100.0,0.0,0.0,14.0,0.67,0.0,0.0,1.0,0.05,4.0,0.19,2.0,0.1,0.0,0.0,0.0,0.0,21.0,100.0,1.0,0.05,20.0,0.95,0.0,0.0,0.0,0.0,21.0,100.0,5.0,0.24,16.0,0.76,0.0,0.0,21.0,100.0,2.3802e-05,0.000142816,<pysal.cg.shapes.Polygon object at 0x130e7cd50>,7.0,-6.33316365884
27,10464,0,Bronx,4438.0,4512530.57659,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,15,7,0.47,8,0.53,0,0,15,100,0,0,7,0.47,0,0,1,0.07,0,0,7,0.47,0,0,0,0,15,100,0,0,15,1,0,0,0,0,15,100,7,0.47,8,0.53,0,0,15,100,0,0,15.0,7.0,0.47,8.0,0.53,0.0,0.0,15.0,100.0,0.0,0.0,7.0,0.47,0.0,0.0,1.0,0.07,0.0,0.0,7.0,0.47,0.0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,15.0,100.0,7.0,0.47,8.0,0.53,0.0,0.0,15.0,100.0,0.0,0.0,<pysal.cg.shapes.Polygon object at 0x130e7c950>,0.0,-0.257012484154
28,10464,0,Bronx,4438.0,11587953.8267,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,15,7,0.47,8,0.53,0,0,15,100,0,0,7,0.47,0,0,1,0.07,0,0,7,0.47,0,0,0,0,15,100,0,0,15,1,0,0,0,0,15,100,7,0.47,8,0.53,0,0,15,100,0,0,15.0,7.0,0.47,8.0,0.53,0.0,0.0,15.0,100.0,0.0,0.0,7.0,0.47,0.0,0.0,1.0,0.07,0.0,0.0,7.0,0.47,0.0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,15.0,100.0,7.0,0.47,8.0,0.53,0.0,0.0,15.0,100.0,0.0,0.0,<pysal.cg.shapes.Polygon object at 0x130e7c550>,0.0,-0.257012484154
29,10461,0,Bronx,50549.0,62824057.5745,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,49,26,0.53,23,0.47,0,0,49,100,1,0.02,21,0.43,1,0.02,1,0.02,1,0.02,18,0.37,5,0.1,1,0.02,49,100,1,0.02,48,0.98,0,0,0,0,49,100,21,0.43,28,0.57,0,0,49,100,13,11,49.0,26.0,0.53,23.0,0.47,0.0,0.0,49.0,100.0,1.0,0.02,21.0,0.43,1.0,0.02,1.0,0.02,1.0,0.02,18.0,0.37,5.0,0.1,1.0,0.02,49.0,100.0,1.0,0.02,48.0,0.98,0.0,0.0,0.0,0.0,49.0,100.0,21.0,0.43,28.0,0.57,0.0,0.0,49.0,100.0,0.00021761,0.000257176,<pysal.cg.shapes.Polygon object at 0x130e7c2d0>,5.33333333333,-3.44991629219
30,10457,0,Bronx,70253.0,37640607.3793,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000113874,0.000683244,<pysal.cg.shapes.Polygon object at 0x130e7c890>,11.8,24.6986827211
31,10460,0,Bronx,56670.0,35155666.646,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,27,20,0.74,7,0.26,0,0,27,100,0,0,9,0.33,0,0,0,0,1,0.04,15,0.56,2,0.07,0,0,27,100,2,0.07,25,0.93,0,0,0,0,27,100,14,0.52,13,0.48,0,0,27,100,33,11,27.0,20.0,0.74,7.0,0.26,0.0,0.0,27.0,100.0,0.0,0.0,9.0,0.33,0.0,0.0,0.0,0.0,1.0,0.04,15.0,0.56,2.0,0.07,0.0,0.0,27.0,100.0,2.0,0.07,25.0,0.93,0.0,0.0,0.0,0.0,27.0,100.0,14.0,0.52,13.0,0.48,0.0,0.0,27.0,100.0,0.000194106,0.000582318,<pysal.cg.shapes.Polygon object at 0x130e7cc50>,10.1666666667,13.5840032379
32,10032,0,New York,57606.0,23159566.0923,NY,New York,36,061,http://www.usps.com/,0.0,0.0,13,4,0.31,9,0.69,0,0,13,100,0,0,9,0.69,0,0,1,0.08,0,0,2,0.15,1,0.08,0,0,13,100,1,0.08,12,0.92,0,0,0,0,13,100,5,0.38,8,0.62,0,0,13,100,25,20,13.0,4.0,0.31,9.0,0.69,0.0,0.0,13.0,100.0,0.0,0.0,9.0,0.69,0.0,0.0,1.0,0.08,0.0,0.0,2.0,0.15,1.0,0.08,0.0,0.0,13.0,100.0,1.0,0.08,12.0,0.92,0.0,0.0,0.0,0.0,13.0,100.0,5.0,0.38,8.0,0.62,0.0,0.0,13.0,100.0,0.000347186,0.000433982,<pysal.cg.shapes.Polygon object at 0x130e7c650>,10.3333333333,5.66638120665
33,10452,0,Bronx,76104.0,27550385.8533,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,17,12,0.71,5,0.29,0,0,17,100,0,0,10,0.59,0,0,0,0,0,0,5,0.29,1,0.06,1,0.06,17,100,0,0,17,1,0,0,0,0,17,100,3,0.18,14,0.82,0,0,17,100,34,22,17.0,12.0,0.71,5.0,0.29,0.0,0.0,17.0,100.0,0.0,0.0,10.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.29,1.0,0.06,1.0,0.06,17.0,100.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,17.0,100.0,3.0,0.18,14.0,0.82,0.0,0.0,17.0,100.0,0.000289078,0.000446757,<pysal.cg.shapes.Polygon object at 0x12c917e90>,10.5,6.7817816701
34,10456,0,Bronx,89390.0,29933452.4363,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,5,3,0.6,2,0.4,0,0,5,100,0,0,3,0.6,1,0.2,0,0,0,0,0,0,1,0.2,0,0,5,100,0,0,5,1,0,0,0,0,5,100,1,0.2,4,0.8,0,0,5,100,53,4,5.0,3.0,0.6,2.0,0.4,0.0,0.0,5.0,100.0,0.0,0.0,3.0,0.6,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,5.0,100.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,100.0,1.0,0.2,4.0,0.8,0.0,0.0,5.0,100.0,4.4747e-05,0.000592907,<pysal.cg.shapes.Polygon object at 0x12debf550>,16.5,24.967073437
35,10472,0,Bronx,66356.0,30963245.1883,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000120561,0.000286334,<pysal.cg.shapes.Polygon object at 0x12debfc10>,7.0,-2.18870370665
36,10031,0,New York,57010.0,16902152.3659,NY,New York,36,061,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022803,0.000420978,<pysal.cg.shapes.Polygon object at 0x12e263f10>,13.0,5.21691407628
37,10039,0,New York,24234.0,8419027.88461,NY,New York,36,061,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000165057,0.000536436,<pysal.cg.shapes.Polygon object at 0x12e2635d0>,11.0,5.42110345514
38,10459,0,Bronx,46804.0,22551940.5372,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,7,5,0.71,2,0.29,0,0,7,100,0,0,3,0.43,0,0,0,0,0,0,4,0.57,0,0,0,0,7,100,2,0.29,5,0.71,0,0,0,0,7,100,3,0.43,4,0.57,0,0,7,100,32,23,7.0,5.0,0.71,2.0,0.29,0.0,0.0,7.0,100.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.57,0.0,0.0,0.0,0.0,7.0,100.0,2.0,0.29,5.0,0.71,0.0,0.0,0.0,0.0,7.0,100.0,3.0,0.43,4.0,0.57,0.0,0.0,7.0,100.0,0.000491411,0.000683702,<pysal.cg.shapes.Polygon object at 0x12e263190>,8.5,14.1673660579
39,10451,0,Bronx,44140.0,28944106.5169,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,41,21,0.51,20,0.49,0,0,41,100,0,0,22,0.54,0,0,1,0.02,0,0,15,0.37,2,0.05,1,0.02,41,100,3,0.07,38,0.93,0,0,0,0,41,100,12,0.29,29,0.71,0,0,41,100,30,16,41.0,21.0,0.51,20.0,0.49,0.0,0.0,41.0,100.0,0.0,0.0,22.0,0.54,0.0,0.0,1.0,0.02,0.0,0.0,15.0,0.37,2.0,0.05,1.0,0.02,41.0,100.0,3.0,0.07,38.0,0.93,0.0,0.0,0.0,0.0,41.0,100.0,12.0,0.29,29.0,0.71,0.0,0.0,41.0,100.0,0.000362483,0.000679655,<pysal.cg.shapes.Polygon object at 0x130e66e10>,16.0,13.4891704902
40,10473,0,Bronx,58284.0,59522354.5403,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000291675,<pysal.cg.shapes.Polygon object at 0x12e25f090>,9.0,-0.384497046365
41,10030,0,New York,26720.0,7757661.45493,NY,New York,36,061,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000299401,0.000598802,<pysal.cg.shapes.Polygon object at 0x130e69150>,10.0,6.914657628
42,10027,0,New York,58639.0,24695278.5043,NY,New York,36,061,http://www.usps.com/,0.0,0.0,7,4,0.57,3,0.43,0,0,7,100,0,0,1,0.14,0,0,1,0.14,0,0,4,0.57,1,0.14,0,0,7,99,1,0.14,6,0.86,0,0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,39,20,7.0,4.0,0.57,3.0,0.43,0.0,0.0,7.0,100.0,0.0,0.0,1.0,0.14,0.0,0.0,1.0,0.14,0.0,0.0,4.0,0.57,1.0,0.14,0.0,0.0,7.0,99.0,1.0,0.14,6.0,0.86,0.0,0.0,0.0,0.0,7.0,100.0,1.0,0.14,6.0,0.86,0.0,0.0,7.0,100.0,0.000341069,0.000665086,<pysal.cg.shapes.Polygon object at 0x130e69450>,9.875,19.3394991056
43,10474,0,Bronx,12281.0,40614090.1902,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000651412,<pysal.cg.shapes.Polygon object at 0x130e69b50>,21.0,3.81683923956
44,10455,0,Bronx,39834.0,19846918.8415,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,27,17,0.63,10,0.37,0,0,27,100,0,0,5,0.19,0,0,0,0,0,0,20,0.74,2,0.07,0,0,27,100,1,0.04,25,0.93,1,0.04,0,0,27,100,7,0.26,20,0.74,0,0,27,100,29,19,27.0,17.0,0.63,10.0,0.37,0.0,0.0,27.0,100.0,0.0,0.0,5.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.74,2.0,0.07,0.0,0.0,27.0,100.0,1.0,0.04,25.0,0.93,1.0,0.04,0.0,0.0,27.0,100.0,7.0,0.26,20.0,0.74,0.0,0.0,27.0,100.0,0.000476979,0.000728021,<pysal.cg.shapes.Polygon object at 0x130e69410>,12.4,13.7638352592
45,10037,0,New York,16931.0,7188980.95343,NY,New York,36,061,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000177189,0.000295316,<pysal.cg.shapes.Polygon object at 0x130e69190>,9.75,-0.962147095501
46,10024,0,New York,58521.0,22877335.4639,NY,New York,36,061,http://www.usps.com/,0.0,0.0,4,4,1,0,0,0,0,4,100,0,0,0,0,0,0,0,0,3,0.75,0,0,0,0,1,0.25,4,100,0,0,4,1,0,0,0,0,4,100,1,0.25,3,0.75,0,0,4,100,3,18,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,0.0,1.0,0.25,4.0,100.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,100.0,1.0,0.25,3.0,0.75,0.0,0.0,4.0,100.0,0.000307581,5.1263e-05,<pysal.cg.shapes.Polygon object at 0x130e69cd0>,12.2,-16.2048449684
47,10454,0,Bronx,37466.0,31063613.3253,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0,18,8,0.44,10,0.56,0,0,18,100,0,0,7,0.39,0,0,1,0.06,0,0,10,0.56,0,0,0,0,18,100,1,0.06,17,0.94,0,0,0,0,18,100,8,0.44,10,0.56,0,0,18,100,39,19,18.0,8.0,0.44,10.0,0.56,0.0,0.0,18.0,100.0,0.0,0.0,7.0,0.39,0.0,0.0,1.0,0.06,0.0,0.0,10.0,0.56,0.0,0.0,0.0,0.0,18.0,100.0,1.0,0.06,17.0,0.94,0.0,0.0,0.0,0.0,18.0,100.0,8.0,0.44,10.0,0.56,0.0,0.0,18.0,100.0,0.000507126,0.001040943,<pysal.cg.shapes.Polygon object at 0x130e69d90>,17.5,24.9437443538
48,10026,0,New York,34313.0,11092681.4885,NY,New York,36,061,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000320578,0.000641156,<pysal.cg.shapes.Polygon object at 0x130e69b10>,12.2,9.93077099323
49,10035,0,New York,34884.0,15445657.3341,NY,New York,36,061,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000200665,0.000888659,<pysal.cg.shapes.Polygon object at 0x12dd1a310>,11.0,19.3088823998
50,10048,0,New York,0.0,972788.42397,NY,New York,36,061,http://www.usps.com/,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<pysal.cg.shapes.Polygon object at 0x130e50c50>,29.0,2.3482675049
51,10025,0,New York,96054.0,19631043.8225,NY,New York,36,061,http://www.usps.com/,0.0,0.0,27,17,0.63,10,0.37,0,0,27,100,0,0,15,0.56,0,0,0,0,0,0,11,0.41,1,0.04,0,0,27,100,3,0.11,24,0.89,0,0,0,0,27,100,8,0.3,19,0.7,0,0,27,100,27,19,27.0,17.0,0.63,10.0,0.37,0.0,0.0,27.0,100.0,0.0,0.0,15.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.41,1.0,0.04,0.0,0.0,27.0,100.0,3.0,0.11,24.0,0.89,0.0,0.0,0.0,0.0,27.0,100.0,8.0,0.3,19.0,0.7,0.0,0.0,27.0,100.0,0.000197805,0.000281091,<pysal.cg.shapes.Polygon object at 0x130e501d0>,13.5,-3.44678371196
52,11357,0,Whitestone,38944.0,77359110.6091,NY,Queens,36,081,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5677e-05,<pysal.cg.shapes.Polygon object at 0x130e503d0>,2.5,-10.1154351885
53,10029,0,New York,77503.0,22963435.677,NY,New York,36,061,http://www.usps.com/,0.0,0.0,20,13,0.65,7,0.35,0,0,20,100,0,0,4,0.2,0,0,0,0,0,0,15,0.75,1,0.05,0,0,20,100,0,0,20,1,0,0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,32,10,20.0,13.0,0.65,7.0,0.35,0.0,0.0,20.0,100.0,0.0,0.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.75,1.0,0.05,0.0,0.0,20.0,100.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,20.0,100.0,8.0,0.4,12.0,0.6,0.0,0.0,20.0,100.0,0.000129027,0.000412887,<pysal.cg.shapes.Polygon object at 0x130e50c10>,7.25,8.01379773572
54,00083,0,Central Park,25.0,38300990.3999,NY,New York,36,061,http://www.usps.com/,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,<pysal.cg.shapes.Polygon object at 0x130e502d0>,17.5,0.360419507379
55,11356,0,College Point,23379.0,43321159.272,NY,Queens,36,081,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000427734,<pysal.cg.shapes.Polygon object at 0x130e50e10>,5.0,3.48093236385
56,11359,0,Bayside,0.0,6567982.08534,NY,Queens,36,081,http://www.usps.com/,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<pysal.cg.shapes.Polygon object at 0x12c762c90>,0.0,0.804002398685
57,11360,0,Bayside,18973.0,38834824.1713,NY,Queens,36,081,http://www.usps.com/,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000158119,<pysal.cg.shapes.Polygon object at 0x130e6a310>,0.0,-1.70735531755
